index,zpid,id,imgSrc,detailUrl,TypeofProperty,formattedprice,Price,address,addressStreet,addressZipcode,beds,baths,area,latLong,has3DModel,brokerName,best_deal
63,2060860458,2060860458,https://photos.zillowstatic.com/fp/6fb155de9cec54d17f775a2d26d9a67f-p_e.jpg,https://www.zillow.com/homedetails/1859-Spyglass-Pl-207-Vancouver-BC-V5Z-4K6/2060860458_zpid/,Condo,"C$1,495,000",1495000,"1859 Spyglass Pl #207, Vancouver, BC V5Z 4K6",1859 Spyglass Pl #207,V5Z4K6,2,2,1094,"{'latitude': 49.26957, 'longitude': -123.11605}",FALSE,Macdonald Realty,1495000
705,2060800150,2060800150,https://photos.zillowstatic.com/fp/d1b810fad2c2b27c7fbc75091bdb4670-p_e.jpg,https://www.zillow.com/homedetails/1835-Morton-Ave-803-Vancouver-BC-V6G-1V3/2060800150_zpid/,Condo,"C$1,498,000",1498000,"1835 Morton Ave #803, Vancouver, BC V6G 1V3",1835 Morton Ave #803,V6G1V3,1,0,1100,"{'latitude': 49.288136, 'longitude': -123.14164}",FALSE,Macdonald Realty,1498000
65,2060118949,2060118949,https://photos.zillowstatic.com/fp/b180acb8fdbacf82bcc764b90cfdd9ac-p_e.jpg,https://www.zillow.com/homedetails/885-Cambie-St-2105-Vancouver-BC-V6B-0R6/2060118949_zpid/,Condo,"C$1,849,000",1849000,"885 Cambie St #2105, Vancouver, BC V6B 0R6",885 Cambie St #2105,V6B0R6,2,2,1105,"{'latitude': 49.277515, 'longitude': -123.11653}",FALSE,Oakwyn Realty Ltd.,1849000
471,2071692064,2071692064,https://photos.zillowstatic.com/fp/dcaa1d2b1282938f1e5249e1beb1a814-p_e.jpg,https://www.zillow.com/homedetails/950-Cambie-St-2104-Vancouver-BC-V6B-5X5/2071692064_zpid/,Condo,"C$1,050,000",1050000,"950 Cambie St #2104, Vancouver, BC V6B 5X5",950 Cambie St #2104,V6B5X5,2,2,1108,"{'latitude': 49.27625, 'longitude': -123.117256}",FALSE,Stilhavn Real Estate Services,1050000
580,2062251343,2062251343,https://photos.zillowstatic.com/fp/f47f160f86c4e329937816af1a844a17-p_e.jpg,https://www.zillow.com/homedetails/1228-Hastings-St-W-2601-Vancouver-BC-V6E-4S6/2062251343_zpid/,Condo,"C$1,448,000",1448000,"1228 Hastings St W #2601, Vancouver, BC V6E 4S6",1228 Hastings St W #2601,V6E4S6,2,2,1110,"{'latitude': 49.288845, 'longitude': -123.123886}",FALSE,Oakwyn Realty Ltd.,1448000
659,2060648188,2060648188,https://photos.zillowstatic.com/fp/b8b80d71f11f2c4758915a1b18879948-p_e.jpg,https://www.zillow.com/homedetails/1408-Strathmore-Mews-1501-Vancouver-BC-V6Z-3A9/2060648188_zpid/,Condo,"C$1,549,000",1549000,"1408 Strathmore Mews #1501, Vancouver, BC V6Z 3A9",1408 Strathmore Mews #1501,V6Z3A9,2,2,1120,"{'latitude': 49.272675, 'longitude': -123.126625}",FALSE,Stilhavn Real Estate Services,1549000
401,2064184101,2064184101,https://photos.zillowstatic.com/fp/065b96d4e1ae8ba61ff716446959d4f0-p_e.jpg,https://www.zillow.com/homedetails/525-Wheelhouse-Sq-306-Vancouver-BC-V5Z-4L8/2064184101_zpid/,Condo,"C$1,349,000",1349000,"525 Wheelhouse Sq #306, Vancouver, BC V5Z 4L8",525 Wheelhouse Sq #306,V5Z4L8,2,2,1123,"{'latitude': 49.269215, 'longitude': -123.1169}",FALSE,Oakwyn Realty Downtown Ltd.,1349000
511,2060504870,2060504870,https://photos.zillowstatic.com/fp/3630f7532ddc0245efb523f23c1219b4-p_e.jpg,https://www.zillow.com/homedetails/2445-W-3rd-Ave-203-Vancouver-BC-V6K-4K6/2060504870_zpid/,Condo,"C$998,000",998000,"2445 W 3rd Ave #203, Vancouver, BC V6K 4K6",2445 W 3rd Ave #203,V6K4K6,2,2,1129,"{'latitude': 49.2694, 'longitude': -123.16086}",FALSE,Century 21 In Town Realty,998000
44,2068601320,2068601320,https://photos.zillowstatic.com/fp/9a22b5305fd94a8b71108bd43f6dd4e5-p_e.jpg,https://www.zillow.com/homedetails/3188-Riverwalk-Ave-504-Vancouver-BC-V5S-0E7/2068601320_zpid/,Condo,"C$1,428,000",1428000,"3188 Riverwalk Ave #504, Vancouver, BC V5S 0E7",3188 Riverwalk Ave #504,V5S0E7,2,2,1131,"{'latitude': 49.205387, 'longitude': -123.03918}",FALSE,RE/MAX Crest Realty,1428000
422,2061711245,2061711245,https://photos.zillowstatic.com/fp/989ec3642405f5e470de7e4be2fe72d0-p_e.jpg,https://www.zillow.com/homedetails/2220-Kingsway-NE802-Vancouver-BC-V5N-0G4/2061711245_zpid/,Condo,"C$990,000",990000,"2220 Kingsway #NE802, Vancouver, BC V5N 0G4",2220 Kingsway #NE802,V5N0G4,3,2,1140,"{'latitude': 49.242813, 'longitude': -123.06155}",FALSE,Interlink Realty,990000
351,2063449211,2063449211,https://photos.zillowstatic.com/fp/bcbe21afe97a1c920fcfafe3159576c8-p_e.jpg,https://www.zillow.com/homedetails/2102-W-38th-Ave-206-Vancouver-BC-V6M-1R9/2063449211_zpid/,Condo,"C$998,000",998000,"2102 W 38th Ave #206, Vancouver, BC V6M 1R9",2102 W 38th Ave #206,V6M1R9,3,2,1150,{},FALSE,RE/MAX Austin Kay Realty,998000
606,314428316,314428316,https://photos.zillowstatic.com/fp/222d95c06277d268232ead5f384f93d2-p_e.jpg,https://www.zillow.com/homedetails/978-Cooperage-Way-Vancouver-BC-V6B-0C3/314428316_zpid/,Condo,"C$1,090,000",1090000,"978 Cooperage Way, Vancouver, BC V6B 0C3",978 Cooperage Way,V6B0C3,2,2,1150,"{'latitude': 49.273537, 'longitude': -123.1141}",FALSE,Macdonald Realty Westmar,1090000
720,314359564,314359564,https://photos.zillowstatic.com/fp/e09ff0073e992f64dd7a740210d7247d-p_e.jpg,https://www.zillow.com/homedetails/7620-Columbia-St-201-Vancouver-BC-V5X-4S8/314359564_zpid/,Condo,"C$868,000",868000,"7620 Columbia St #201, Vancouver, BC V5X 4S8",7620 Columbia St #201,V5X4S8,2,2,1155,"{'latitude': 49.215782, 'longitude': -123.11211}",FALSE,Sutton Group-West Coast Realty,868000
560,2071015201,2071015201,https://photos.zillowstatic.com/fp/7bffe64d4884d5b194260eb3256ece13-p_e.jpg,https://www.zillow.com/homedetails/1032-Nicola-St-301-Vancouver-BC-V6G-2C9/2071015201_zpid/,Condo,"C$1,090,000",1090000,"1032 Nicola St #301, Vancouver, BC V6G 2C9",1032 Nicola St #301,V6G2C9,2,2,1157,{},FALSE,Sotheby's International Realty Canada,1090000
176,2061464130,2061464130,https://photos.zillowstatic.com/fp/8a4400f7b60a3e360891da0d469fa29a-p_e.jpg,https://www.zillow.com/homedetails/1575-Beach-Ave-501-Vancouver-BC-V6G-1Y5/2061464130_zpid/,Condo,"C$1,398,800",1398800,"1575 Beach Ave #501, Vancouver, BC V6G 1Y5",1575 Beach Ave #501,V6G1Y5,2,2,1163,"{'latitude': 49.283096, 'longitude': -123.141365}",FALSE,Coldwell Banker Prestige Realty,1398800
772,2060386932,2060386932,https://photos.zillowstatic.com/fp/dd945ac806d9244e8a2333ba43cad7bb-p_e.jpg,https://www.zillow.com/homedetails/837-Hastings-St-W-2203-Vancouver-BC-V6C-1B6/2060386932_zpid/,Condo,"C$1,658,888",1658888,"837 Hastings St W #2203, Vancouver, BC V6C 1B6",837 Hastings St W #2203,V6C1B6,2,2,1170,"{'latitude': 49.286858, 'longitude': -123.114845}",FALSE,RE/MAX Crest Realty,1658888
619,2060914542,2060914542,https://photos.zillowstatic.com/fp/779f305b4a4aab07588f9f1f83a412d4-p_e.jpg,https://www.zillow.com/homedetails/1575-Beach-Ave-302-Vancouver-BC-V6G-1Y5/2060914542_zpid/,Condo,"C$1,349,000",1349000,"1575 Beach Ave #302, Vancouver, BC V6G 1Y5",1575 Beach Ave #302,V6G1Y5,2,2,1185,{},FALSE,Sutton Group-West Coast Realty,1349000
410,2060605182,2060605182,https://photos.zillowstatic.com/fp/fa7aaab320083bcee87de8b92ee4dd31-p_e.jpg,https://www.zillow.com/homedetails/847-Hornby-St-401-Vancouver-BC-V6Z-1T9/2060605182_zpid/,Condo,"C$998,888",998888,"847 Hornby St #401, Vancouver, BC V6Z 1T9",847 Hornby St #401,V6Z1T9,2,2,1189,"{'latitude': 49.28199, 'longitude': -123.12331}",FALSE,Engel & Volkers Vancouver,998888
282,2069464561,2069464561,https://photos.zillowstatic.com/fp/c89e5cb5fa26674ca245fc44aa274524-p_e.jpg,https://www.zillow.com/homedetails/289-Drake-St-1801-Vancouver-BC-V6B-5Z5/2069464561_zpid/,Condo,"C$1,488,000",1488000,"289 Drake St #1801, Vancouver, BC V6B 5Z5",289 Drake St #1801,V6B5Z5,3,2,1209,{},FALSE,RE/MAX Masters Realty,1488000
308,2061225336,2061225336,https://photos.zillowstatic.com/fp/daf789ff4ae2bd511d771695bdf005e3-p_e.jpg,https://www.zillow.com/homedetails/1289-Hornby-St-4905-Vancouver-BC-V6Z-2H7/2061225336_zpid/,Condo,"C$1,999,900",1999900,"1289 Hornby St #4905, Vancouver, BC V6Z 2H7",1289 Hornby St #4905,V6Z2H7,2,2,1210,"{'latitude': 49.282707, 'longitude': -123.1215}",FALSE,eXp Realty,1999900
529,2060222460,2060222460,https://photos.zillowstatic.com/fp/a517c6093f00f46c1f1e9735d8b30c1c-p_e.jpg,https://www.zillow.com/homedetails/1128-Quebec-St-307-Vancouver-BC-V6A-4E1/2060222460_zpid/,Condo,"C$980,000",980000,"1128 Quebec St #307, Vancouver, BC V6A 4E1",1128 Quebec St #307,V6A4E1,2,2,1219,"{'latitude': 49.27465, 'longitude': -123.10114}",FALSE,Royal Pacific Realty (Kingsway) Ltd.,980000
440,2060712471,2060712471,https://photos.zillowstatic.com/fp/fdc26bd1db01a444ea20872d10a93680-p_e.jpg,https://www.zillow.com/homedetails/388-Drake-St-2202-Vancouver-BC-V6B-6A8/2060712471_zpid/,Condo,"C$1,675,000",1675000,"388 Drake St #2202, Vancouver, BC V6B 6A8",388 Drake St #2202,V6B6A8,2,2,1227,{},FALSE,Macdonald Realty Westmar,1675000
669,2060941507,2060941507,https://photos.zillowstatic.com/fp/5b090133264ac41475f86f1537b104f8-p_e.jpg,https://www.zillow.com/homedetails/1268-Broadway-W-1120-Vancouver-BC-V6H-1G6/2060941507_zpid/,Condo,"C$1,148,000",1148000,"1268 Broadway W #1120, Vancouver, BC V6H 1G6",1268 Broadway W #1120,V6H1G6,3,2,1245,"{'latitude': 49.263184, 'longitude': -123.13281}",FALSE,Oakwyn Realty Encore,1148000
544,2060258599,2060258599,https://photos.zillowstatic.com/fp/3b434f6f9518aea40566b825941708ba-p_e.jpg,https://www.zillow.com/homedetails/333-Wethersfield-Dr-214-Vancouver-BC-V5X-4M9/2060258599_zpid/,Condo,"C$1,199,888",1199888,"333 Wethersfield Dr #214, Vancouver, BC V5X 4M9",333 Wethersfield Dr #214,V5X4M9,3,2,1246,"{'latitude': 49.2246, 'longitude': -123.11402}",FALSE,Macdonald Realty,1199888
714,2063147801,2063147801,https://photos.zillowstatic.com/fp/e5d3c71b6c78575ab39da6399a8d24da-p_e.jpg,https://www.zillow.com/homedetails/3596-W-28th-Ave-504-Vancouver-BC-V5Y-2K6/2063147801_zpid/,Condo,"C$3,100,000",3100000,"3596 W 28th Ave #504, Vancouver, BC V5Y 2K6",3596 W 28th Ave #504,V5Y2K6,3,2,1248,"{'latitude': 49.245926, 'longitude': -123.105515}",FALSE,Engel & Volkers Vancouver,3100000
455,2061667764,2061667764,https://photos.zillowstatic.com/fp/be95d073760d6531c9c44953cd4923a0-p_e.jpg,https://www.zillow.com/homedetails/1255-Main-St-1201-Vancouver-BC-V6A-4G5/2061667764_zpid/,Condo,"C$1,060,000",1060000,"1255 Main St #1201, Vancouver, BC V6A 4G5",1255 Main St #1201,V6A4G5,3,2,1250,{},FALSE,Royal Pacific Realty Corp.,1060000
1192,2067895408,2067895408,https://photos.zillowstatic.com/fp/074b788e47e6563776ac102460e5ccbd-p_e.jpg,https://www.zillow.com/homedetails/2250-W-43rd-Ave-105-Vancouver-BC-V6M-2E3/2067895408_zpid/,Condo,"C$499,999",499999,"2250 W 43rd Ave #105, Vancouver, BC V6M 2E3",2250 W 43rd Ave #105,V6M2E3,3,1,1254,"{'latitude': 49.23251, 'longitude': -123.15924}",FALSE,Oakwyn Realty Ltd.,499999
692,2060206326,2060206326,https://photos.zillowstatic.com/fp/8a0b540bfde302cf17f8a924968916e7-p_e.jpg,https://www.zillow.com/homedetails/499-Broughton-St-604-Vancouver-BC-V6G-3K1/2060206326_zpid/,Condo,"C$1,588,000",1588000,"499 Broughton St #604, Vancouver, BC V6G 3K1",499 Broughton St #604,V6G3K1,2,2,1261,"{'latitude': 49.290302, 'longitude': -123.12676}",FALSE,Century 21 In Town Realty,1588000
245,2072187361,2072187361,https://photos.zillowstatic.com/fp/572fe3f3f89c43be6eb0711c5e3bf3f4-p_e.jpg,https://www.zillow.com/homedetails/909-Burrard-St-1705-Vancouver-BC-V6Z-2N2/2072187361_zpid/,Condo,"C$1,370,000",1370000,"909 Burrard St #1705, Vancouver, BC V6Z 2N2",909 Burrard St #1705,V6Z2N2,2,2,1267,"{'latitude': 49.282425, 'longitude': -123.125305}",FALSE,Century 21 In Town Realty,1370000
108,2064146293,2064146293,https://photos.zillowstatic.com/fp/e55cb8c8ed98f9100addbccb00d79e58-p_e.jpg,https://www.zillow.com/homedetails/1477-Fountain-Way-204-Vancouver-BC-V6H-3W9/2064146293_zpid/,Condo,"C$599,900",599900,"1477 Fountain Way #204, Vancouver, BC V6H 3W9",1477 Fountain Way #204,V6H3W9,2,2,1282,{},FALSE,eXp Realty,599900
617,2070804005,2070804005,https://photos.zillowstatic.com/fp/cdb297453dad1abbde5f17aa6befe5e4-p_e.jpg,https://www.zillow.com/homedetails/1499-W-Pender-St-1901-Vancouver-BC-V6G-2S3/2070804005_zpid/,Condo,"C$1,899,000",1899000,"1499 W Pender St #1901, Vancouver, BC V6G 2S3",1499 W Pender St #1901,V6G2S3,2,2,1287,{},FALSE,Rennie & Associates Realty Ltd.,1899000
77,2060121081,2060121081,https://photos.zillowstatic.com/fp/dc3905ea4d58b31a7d6a078f8fca1f4f-p_e.jpg,https://www.zillow.com/homedetails/2189-W-42nd-Ave-602-Vancouver-BC-V6M-2B7/2060121081_zpid/,Condo,"C$998,000",998000,"2189 W 42nd Ave #602, Vancouver, BC V6M 2B7",2189 W 42nd Ave #602,V6M2B7,1,2,1294,"{'latitude': 49.233948, 'longitude': -123.15781}",FALSE,Pospischil Realty Group,998000
335,2060798123,2060798123,https://photos.zillowstatic.com/fp/5e3b96dc6d8a846793dfe3cc20cca065-p_e.jpg,https://www.zillow.com/homedetails/1550-W-15th-Ave-202-Vancouver-BC-V6J-2K6/2060798123_zpid/,Condo,"C$1,598,000",1598000,"1550 W 15th Ave #202, Vancouver, BC V6J 2K6",1550 W 15th Ave #202,V6J2K6,3,2,1300,{},FALSE,Dexter Realty,1598000
483,2061454240,2061454240,https://photos.zillowstatic.com/fp/e39bb273a1f20bec80fc6e3e7d2a6a56-p_e.jpg,https://www.zillow.com/homedetails/528-Beatty-St-301-Vancouver-BC-V6B-2L3/2061454240_zpid/,Condo,"C$1,315,000",1315000,"528 Beatty St #301, Vancouver, BC V6B 2L3",528 Beatty St #301,V6B2L3,1,2,1303,"{'latitude': 49.280666, 'longitude': -123.10888}",FALSE,RE/MAX Select Realty,1315000
502,2060707464,2060707464,https://photos.zillowstatic.com/fp/bfb29542e02574281601ac83ac5a8bb5-p_e.jpg,https://www.zillow.com/homedetails/1288-Georgia-St-W-PENTHOUSE-2-Vancouver-BC-V6E-4R3/2060707464_zpid/,Condo,"C$2,699,000",2699000,"1288 Georgia St W PENTHOUSE 2, Vancouver, BC V6E 4R3",1288 Georgia St W PENTHOUSE 2,V6E4R3,3,2,1305,"{'latitude': 49.287373, 'longitude': -123.126335}",TRUE,Amex Broadway West Realty,2699000
185,2061131157,2061131157,https://photos.zillowstatic.com/fp/1f4bb8ac4024fd17810e5f32e9b2535d-p_e.jpg,https://www.zillow.com/homedetails/1568-W-12th-Ave-8B-Vancouver-BC-V6J-2E1/2061131157_zpid/,Condo,"C$1,088,000",1088000,"1568 W 12th Ave #8B, Vancouver, BC V6J 2E1",1568 W 12th Ave #8B,V6J2E1,2,2,1315,"{'latitude': 49.260506, 'longitude': -123.14037}",FALSE,Oakwyn Realty Downtown Ltd.,1088000
113,2060616744,2060616744,https://photos.zillowstatic.com/fp/7c724174e3b6b3548d29a8eca46c9166-p_e.jpg,https://www.zillow.com/homedetails/4427-Cambie-St-510-Vancouver-BC-V5Z-2Y8/2060616744_zpid/,Condo,"C$1,795,000",1795000,"4427 Cambie St #510, Vancouver, BC V5Z 2Y8",4427 Cambie St #510,V5Z2Y8,3,3,1324,{},FALSE,Dexter Realty,1795000
671,2061570264,2061570264,https://photos.zillowstatic.com/fp/7aaa73246513995536b2cad54186f3a8-p_e.jpg,https://www.zillow.com/homedetails/63-W-2nd-Ave-801-Vancouver-BC-V5Y-0G8/2061570264_zpid/,Condo,"C$1,689,000",1689000,"63 W 2nd Ave #801, Vancouver, BC V5Y 0G8",63 W 2nd Ave #801,V5Y0G8,3,2,1331,{},FALSE,Anson Realty Ltd.,1689000
569,2061638274,2061638274,https://photos.zillowstatic.com/fp/f062103d4e9fa31d3af6bd2465f5beeb-p_e.jpg,https://www.zillow.com/homedetails/1925-Alberni-St-602-Vancouver-BC-V6G-0A3/2061638274_zpid/,Condo,"C$1,780,000",1780000,"1925 Alberni St #602, Vancouver, BC V6G 0A3",1925 Alberni St #602,V6G0A3,2,2,1335,{},TRUE,Heller Murch Realty,1780000
791,2060686074,2060686074,https://photos.zillowstatic.com/fp/7bb1b427a01f4551bebd387424d4e7bb-p_e.jpg,https://www.zillow.com/homedetails/3264-Vanness-Ave-3-Vancouver-BC-V5R-4Z6/2060686074_zpid/,Condo,"C$1,246,800",1246800,"3264 Vanness Ave #3, Vancouver, BC V5R 4Z6",3264 Vanness Ave #3,V5R4Z6,3,3,1335,"{'latitude': 49.24679, 'longitude': -123.051155}",FALSE,Properly Homes,1246800
677,2064203135,2064203135,https://photos.zillowstatic.com/fp/c7e60e0d3aff5a252b2da71b1170d41e-p_e.jpg,https://www.zillow.com/homedetails/522-Moberly-Rd-709-Vancouver-BC-V5Z-4G4/2064203135_zpid/,Condo,"C$1,349,000",1349000,"522 Moberly Rd #709, Vancouver, BC V5Z 4G4",522 Moberly Rd #709,V5Z4G4,2,2,1339,"{'latitude': 49.267307, 'longitude': -123.11721}",FALSE,Oakwyn Realty Downtown Ltd.,1349000
266,2071980555,2071980555,https://photos.zillowstatic.com/fp/d5111d89674ae9b74cb17525b340476d-p_e.jpg,https://www.zillow.com/homedetails/1477-Fountain-Way-501-Vancouver-BC-V6H-3W9/2071980555_zpid/,Condo,"C$799,900",799900,"1477 Fountain Way #501, Vancouver, BC V6H 3W9",1477 Fountain Way #501,V6H3W9,2,2,1350,{},FALSE,RE/MAX Crest Realty,799900
718,2060259740,2060259740,https://photos.zillowstatic.com/fp/880c80a428594419f9cfec82dbd99d5b-p_e.jpg,https://www.zillow.com/homedetails/3438-Sawmill-Cres-609-Vancouver-BC-V5S-0E3/2060259740_zpid/,Condo,"C$1,388,800",1388800,"3438 Sawmill Cres #609, Vancouver, BC V5S 0E3",3438 Sawmill Cres #609,V5S0E3,2,2,1362,"{'latitude': 49.20579, 'longitude': -123.03277}",TRUE,eXp Realty,1388800
731,2068581700,2068581700,https://photos.zillowstatic.com/fp/e38e2a146ace58b5bce29d9ef08a2035-p_e.jpg,https://www.zillow.com/homedetails/1000-Beach-Ave-705-Vancouver-BC-V6E-4M2/2068581700_zpid/,Condo,"C$1,499,000",1499000,"1000 Beach Ave #705, Vancouver, BC V6E 4M2",1000 Beach Ave #705,V6E4M2,2,2,1367,"{'latitude': 49.27562, 'longitude': -123.13419}",TRUE,Century 21 In Town Realty,1499000
719,2066427816,2066427816,https://photos.zillowstatic.com/fp/71c0a91a8e59d92d20e6fa1c45ffaf07-p_e.jpg,https://www.zillow.com/homedetails/4963-Cambie-St-A505-Vancouver-BC-V5Z-0H5/2066427816_zpid/,Condo,"C$1,718,000",1718000,"4963 Cambie St #A505, Vancouver, BC V5Z 0H5",4963 Cambie St #A505,V5Z0H5,3,3,1369,"{'latitude': 49.23993, 'longitude': -123.11842}",FALSE,Royal Pacific Realty Corp.,1718000
758,2060753944,2060753944,https://photos.zillowstatic.com/fp/2851ab17016cb6c278a2ad7848b43bb0-p_e.jpg,https://www.zillow.com/homedetails/1199-Marinaside-Cres-2101-Vancouver-BC-V6Z-2Y2/2060753944_zpid/,Condo,"C$2,350,000",2350000,"1199 Marinaside Cres #2101, Vancouver, BC V6Z 2Y2",1199 Marinaside Cres #2101,V6Z2Y2,3,2,1400,"{'latitude': 49.273476, 'longitude': -123.119965}",FALSE,Royal LePage Sussex,2350000
135,2060189114,2060189114,https://photos.zillowstatic.com/fp/b4de3a555d1123fd42f21f58c9986fb4-p_e.jpg,https://www.zillow.com/homedetails/283-Davie-St-1205-Vancouver-BC-V6B-5T6/2060189114_zpid/,Condo,"C$1,450,000",1450000,"283 Davie St #1205, Vancouver, BC V6B 5T6",283 Davie St #1205,V6B5T6,3,2,1411,"{'latitude': 49.274555, 'longitude': -123.120865}",FALSE,Oakwyn Realty Ltd.,1450000
180,2062421246,2062421246,https://photos.zillowstatic.com/fp/0bc6d22b7f90d2fe45b6313d06d9075f-p_e.jpg,https://www.zillow.com/homedetails/1188-Quebec-St-1306-Vancouver-BC-V6A-4B3/2062421246_zpid/,Condo,"C$1,150,000",1150000,"1188 Quebec St #1306, Vancouver, BC V6A 4B3",1188 Quebec St #1306,V6A4B3,3,2,1433,{},FALSE,Sutton Maple Pacific Realty,1150000
545,2068636397,2068636397,https://photos.zillowstatic.com/fp/29423ff3b4c69ec0f563dbe7ee8a2261-p_e.jpg,https://www.zillow.com/homedetails/1111-Richards-St-2602-Vancouver-BC-V6B-3E6/2068636397_zpid/,Condo,"C$2,175,000",2175000,"1111 Richards St #2602, Vancouver, BC V6B 3E6",1111 Richards St #2602,V6B3E6,3,3,1452,{},FALSE,Rennie & Associates Realty Ltd.,2175000
656,2063308104,2063308104,https://photos.zillowstatic.com/fp/dfe39f905b49ff6ee6e2c81d1a2e3c20-p_e.jpg,https://www.zillow.com/homedetails/5033-Cambie-St-B504-Vancouver-BC-V5Z-3B2/2063308104_zpid/,Condo,"C$1,878,000",1878000,"5033 Cambie St #B504, Vancouver, BC V5Z 3B2",5033 Cambie St #B504,V5Z3B2,3,3,1462,"{'latitude': 49.22662, 'longitude': -123.116745}",TRUE,Royal Pacific Realty Corp.,1878000
788,2062407564,2062407564,https://photos.zillowstatic.com/fp/d8e01abcd9fc8571f8b9ecc86cc5ce36-p_e.jpg,https://www.zillow.com/homedetails/1205-Hastings-St-W-2403-Vancouver-BC-V6E-4T7/2062407564_zpid/,Condo,"C$2,950,000",2950000,"1205 Hastings St W #2403, Vancouver, BC V6E 4T7",1205 Hastings St W #2403,V6E4T7,2,2,1462,"{'latitude': 49.289204, 'longitude': -123.12295}",FALSE,LeHomes Realty Premier,2950000
114,2076448978,2076448978,https://photos.zillowstatic.com/fp/ce834158f3021937b363d3b770a42c98-p_e.jpg,https://www.zillow.com/homedetails/1480-Howe-St-3703-Vancouver-BC-V6Z-0G5/2076448978_zpid/,Condo,"C$2,999,000",2999000,"1480 Howe St #3703, Vancouver, BC V6Z 0G5",1480 Howe St #3703,V6Z0G5,3,3,1463,{},TRUE,Rennie & Associates Realty Ltd.,2999000
592,2060162970,2060162970,https://photos.zillowstatic.com/fp/8972c7655e987c0bbcf18cf4a1a07a80-p_e.jpg,https://www.zillow.com/homedetails/1530-W-8th-Ave-405-Vancouver-BC-V6J-5M6/2060162970_zpid/,Condo,"C$1,980,000",1980000,"1530 W 8th Ave #405, Vancouver, BC V6J 5M6",1530 W 8th Ave #405,V6J5M6,2,3,1468,"{'latitude': 49.264275, 'longitude': -123.13981}",FALSE,Stilhavn Real Estate Services,1980000
466,2069466481,2069466481,https://photos.zillowstatic.com/fp/1ae46445e0d4424f7f3c03a987a51381-p_e.jpg,https://www.zillow.com/homedetails/1111-Richards-St-3302-Vancouver-BC-V6B-3E6/2069466481_zpid/,Condo,"C$2,600,000",2600000,"1111 Richards St #3302, Vancouver, BC V6B 3E6",1111 Richards St #3302,V6B3E6,3,3,1484,{},FALSE,Dracco Pacific Realty,2600000
316,2060145695,2060145695,https://photos.zillowstatic.com/fp/e65c2f1658249d7f88902e825dac02ac-p_e.jpg,https://www.zillow.com/homedetails/3430-E-Kent-Ave-S-2203-Vancouver-BC-V5X-2L7/2060145695_zpid/,Condo,"C$1,699,900",1699900,"3430 E Kent Ave S #2203, Vancouver, BC V5X 2L7",3430 E Kent Ave S #2203,V5X2L7,3,3,1497,"{'latitude': 49.20617, 'longitude': -123.10145}",FALSE,Wesgroup Realty Ltd.,1699900
382,2060974128,2060974128,https://photos.zillowstatic.com/fp/f91948b95872107d5af33b6db5c917bf-p_e.jpg,https://www.zillow.com/homedetails/1289-Hornby-St-5306-Vancouver-BC-V6Z-2H7/2060974128_zpid/,Condo,"C$2,998,000",2998000,"1289 Hornby St #5306, Vancouver, BC V6Z 2H7",1289 Hornby St #5306,V6Z2H7,3,3,1502,"{'latitude': 49.282707, 'longitude': -123.1215}",FALSE,Sutton Group-West Coast Realty,2998000
408,314427916,314427916,https://photos.zillowstatic.com/fp/d20c25e8c0b288cb95ff0872aff842ac-p_e.jpg,https://www.zillow.com/homedetails/1238-Richards-St-UNIT-2403-Vancouver-BC-V6B-6M6/314427916_zpid/,Condo,"C$2,250,000",2250000,"1238 Richards St UNIT 2403, Vancouver, BC V6B 6M6",1238 Richards St UNIT 2403,V6B6M6,2,2,1524,"{'latitude': 49.275234, 'longitude': -123.12472}",FALSE,TRG The Residential Group Realty,2250000
765,2061751631,2061751631,https://photos.zillowstatic.com/fp/9b4c2285914b3ffa7a8471e82f985b5b-p_e.jpg,https://www.zillow.com/homedetails/5955-Balsam-St-601-Vancouver-BC-V6M-0A1/2061751631_zpid/,Condo,"C$2,399,900",2399900,"5955 Balsam St #601, Vancouver, BC V6M 0A1",5955 Balsam St #601,V6M0A1,3,3,1528,"{'latitude': 49.232304, 'longitude': -123.16184}",TRUE,RE/MAX Crest Realty,2399900
716,2062968497,2062968497,https://photos.zillowstatic.com/fp/a6616bc73cb7265eb3ec6112cc0d052f-p_e.jpg,https://www.zillow.com/homedetails/1819-W-5th-Ave-402-Vancouver-BC-V6J-1P5/2062968497_zpid/,Condo,"C$2,499,900",2499900,"1819 W 5th Ave #402, Vancouver, BC V6J 1P5",1819 W 5th Ave #402,V6J1P5,2,3,1532,"{'latitude': 49.267406, 'longitude': -123.14602}",FALSE,Stilhavn Real Estate Services,2499900
385,2060140231,2060140231,https://photos.zillowstatic.com/fp/3711c2e9ab7b4e4e82a83f2b01c79075-p_e.jpg,https://www.zillow.com/homedetails/1151-Georgia-St-W-5606-Vancouver-BC-V6E-0B3/2060140231_zpid/,Condo,"C$3,900,000",3900000,"1151 Georgia St W #5606, Vancouver, BC V6E 0B3",1151 Georgia St W #5606,V6E0B3,2,3,1565,"{'latitude': 49.28672, 'longitude': -123.12402}",FALSE,Sutton Group - 1st West Realty,3900000
